name,address,other_address
아인워시24시셀프빨래방,서울 강서구 곰달래로37길 7,(지번) 화곡동 860-11
워시앤디 셀프빨래방 까지산점,서울 강서구 곰달래로19길 6,(지번) 화곡동 426-5
코인워시24 까치산역점,서울 강서구 강서로17길 48 성운빌딩 1층,(지번) 화곡1동 353-60
크린토피아 코인워시 당산공원점,서울 영등포구 선유동1로 50 원일빌딩 102호,(지번) 당산동3가 558-3
워시엔조이 오목교역점,서울 양천구 오목로54길 14 1층,(지번) 목동 405-33
화이트365 영등포구청역점,서울 영등포구 영등포로25길 18,(지번) 당산동1가 185-26
워시테리아셀프빨래방 신정점,서울 양천구 중앙로36길 8 1층,(지번) 신정동 1050-5
24시셀프빨래방,서울 양천구 지양로 36,(지번) 신월동 991-3
덱스터24시셀프빨래방 신정점,서울 양천구 신정중앙로21길 26 1층,(지번) 신정동 889-7
워시프렌즈셀프빨래방 양평동점,서울 영등포구 영등포로3길 15 디에이원파크 1층 103호,(지번) 양평동2가 43-11
워시프렌즈셀프빨래방 신정역점,서울 양천구 중앙로 322 1층 101호,(지번) 신정동 942-16
워시엔조이 까치산역점,서울 강서구 강서로7길 65,(지번) 화곡동 915-1
워시프렌즈 셀프빨래방 신정점,서울 양천구 중앙로32길 67,(지번) 신정동 1021-7
플러스코인엘 까치산점,서울 강서구 강서로7길 89 1층,(지번) 화곡동 926-1
셀프빨래방 스피드워시24 신정점,서울 양천구 은행정로 58,(지번) 신정동 986-1
코인워시24셀프빨래방 목동고척점,서울 구로구 중앙로15길 110,(지번) 고척동 226-31
아쿠아워시셀프빨래방 신월신정점,서울 양천구 오목로4길 6 선우쉐르빌 102호,(지번) 신월동 520-9
크린업24 신월점,서울 양천구 곰달래로10길 23 1층,(지번) 신월동 233-19
워시엔조이 신정네거리점,서울 양천구 중앙로46길 7 1층,(지번) 신정동 969-18
코인워시24빨래터 개봉점,서울 구로구 경인로33길 110,(지번) 고척동 257-27
화이트365 신월동점,서울 양천구 남부순환로79길 41,(지번) 신월동 575-18
워시라움 목동역점,서울 양천구 오목로50길 17 휘버스아파트 상가 1층,(지번) 신정동 995-3
셀빨래방 당산점,서울 영등포구 영등포로25길 27 1층,(지번) 당산동1가 286-1
크린토피아 코인워시365 신정대림아크로빌점,서울 양천구 목동서로 397 대림아크로빌 B동 126호,(지번) 신정동 324-8
셀빨래방 신정점,서울 양천구 신목로5길 12-1 1층,(지번) 신정동 144-39
명동쎌프크리닝,서울 양천구 중앙로45길 29,(지번) 신정동 1198-12
워시프렌즈 셀프빨래방 강서화곡점,서울 강서구 곰달래로49길 17 1층,(지번) 화곡동 836-1
셀프빨래방 양평동점,서울 영등포구 선유서로 67,(지번) 양평동2가 1-1
크린토피아 코인워시 홈플러스목동점,서울 양천구 목동서로 170 2층 1호,(지번) 목동 919-7
더런드리 양천신정점,서울 양천구 신목로2길 7-10 1층,(지번) 신정동 129-14
크린토피아 코인워시 영등포양평역점,서울 영등포구 양산로7길 3 1층 106호,(지번) 양평동3가 17-1
크린토피아 코인워시 신월4점,서울 양천구 월정로 14,(지번) 신월동 513-5
더런드리 화곡점,서울 강서구 강서로12길 31,(지번) 화곡동 341-9
워시하우스 개봉점,서울 구로구 고척로19길 23 101호,(지번) 개봉동 35-8
화곡크리닝업 화곡점,서울 강서구 곰달래로 61,(지번) 화곡동 357-19
그린쎌프크리닝,서울 구로구 고척로 94-4,(지번) 개봉동 60-70
빨리셀프크리닝 신월7동점,서울 양천구 지양로 57,(지번) 신월동 988-1
워시엔조이 신월점,서울 양천구 신월로19길 6 1층 101호,(지번) 신월동 534-20
워시엔조이 구로개봉점,서울 구로구 고척로27길 83,(지번) 개봉동 109-17
셀프드라이크리닝 신월점,서울 양천구 지양로2길 29,(지번) 신월7동 991-7
크린토피아 코인워시 영등포아크로타워점,서울 영등포구 국회대로54길 10 상가 12동 1층 101호,(지번) 영등포동7가 204
크린토피아 코인워시 영등포청원점,서울 영등포구 영신로44길 8,(지번) 영등포동6가 131-2
크린토피아 코인워시 당산삼성점,서울 영등포구 버드나루로22길 5 강변한솔그라치아 1층 크린토피아 당산삼성점,(지번) 당산동 121-41
화이트365 선유도역점,서울 영등포구 양평로20길 3,(지번) 양평동4가 123
크린토피아 코인워시 영등포8가점,서울 영등포구 영신로 228-6 한양아이클래스오피스텔 105호,(지번) 영등포동8가 42-1
AMPM워시큐빨래방 당산점,서울 영등포구 당산로50길 31,(지번) 당산동6가 110-47
워시프렌즈 양평점,서울 영등포구 선유로 269 약산아파트상가 1층,(지번) 양평동4가 160-2
워시피플 영등포선유도점,서울 영등포구 양평로22라길 1 대우미래사랑 2차 104동 101호,(지번) 양평동5가 92
24시셀프빨래방플러스 한남점,서울 용산구 독서당로 39 신성미소시티아파트 상가 1층,(지번) 한남동 96-3
크린토피아 코인워시 만리한겨레점,서울 마포구 효창목길 23 101호,(지번) 공덕동 11-180
크린토피아 코인워시365 용문시장점,서울 용산구 원효로53길 41,(지번) 용문동 1-90
크린토피아 코인워시 용산해방촌점,서울 용산구 신흥로12길 5,(지번) 용산동2가 26-7
크린토피아 코인워시 용산이편한세상점,서울 용산구 원효로 210-5,(지번) 원효로2가 3-2
코인워시24빨래터 숙대점,서울 용산구 원효로89길 12,(지번) 원효로1가 38-4
화이트365 숙대입구역점,서울 용산구 청파로47길 37-26,(지번) 청파동3가 109-5
24시셀프빨래방 만리점,서울 마포구 효창원로 240-2,(지번) 공덕동 7-165
더화이트셀프빨래방 원효로점,서울 용산구 백범로 341,(지번) 문배동 40-31
워시피플 후암동108계단점,서울 용산구 신흥로36길 5-1,(지번) 후암동 415-45
워시엔조이 셀프빨래방 경리단길점,서울 용산구 회나무로26길 7,(지번) 이태원동 212-25
AMPM워시큐 셀프빨래방 이태원점,서울 용산구 회나무로13길 9,(지번) 이태원동 729
셀피아 은평녹번점,서울 은평구 녹번로 55,(지번) 녹번동 109-20
퀴클린24셀프빨래방,서울 은평구 은평로12길 7-10,(지번) 응암동 97-28
코인워시24 역촌점,서울 은평구 서오릉로7길 12-1,(지번) 역촌동 18-54
24시셀프빨래방,서울 은평구 통일로75길 6-15 행복공간 1층,(지번) 대조동 194-1
코인워시24 상명대점,서울 서대문구 세검정로 103,(지번) 홍제동 286-16
코인워시24빨래터 구산역점,서울 은평구 역말로9길 1,(지번) 대조동 171-60
코인워시24빨래방 연신내점,서울 은평구 연서로27길 33,(지번) 갈현동 502-2
크린업24셀프빨래방 응암역점,서울 은평구 은평로 88 백명트랜디 1층,(지번) 응암동 111-61
워시맨,서울 은평구 은평로10길 6-1,(지번) 응암동 103-31
워시스토리 구산점,서울 은평구 갈현로11길 14,(지번) 구산동 177-177
워시피플셀프빨래방 불광동점,서울 은평구 불광로 90 제상가동 1층 157호,(지번) 불광동 631-1
코인워시24빨래터 은평점,서울 은평구 연서로3길 20,(지번) 역촌동 66-34
워시프렌즈 서울갈현동점,서울 은평구 연서로17길 9 베로니스 1층 101호,(지번) 갈현동 468-5
코인워시24셀프빨래방 종로점,서울 종로구 진흥로 483,(지번) 신영동 247-1
크린업24 셀프빨래방 은평응암점,서울 은평구 연서로 31,(지번) 역촌동 83-17
위니아24크린샵은평신사점,서울 은평구 은평로3가길 33,(지번) 신사동 4-8
워시엔조이 은평신사점,서울 은평구 갈현로1길 6-3,(지번) 신사동 15-3
코런셀프빨래방 갈현점,서울 은평구 연서로23길 7-7 1층,(지번) 갈현동 462-8
클린맙,서울 은평구 역말로 73 1층,(지번) 역촌동 13-42
워시엔조이 은평역촌점,서울 은평구 연서로3가길 14,(지번) 역촌동 63-7
AMPM워시큐 신영점,서울 종로구 진흥로 477-3,(지번) 신영동 1-2
워시타임셀프빨래방 갈현점,서울 은평구 갈현로 181-7,(지번) 갈현동 508-2
셀프크리닝,서울 은평구 역말로4길 8,(지번) 역촌동 57-1
크린업24셀프빨래방 구산점,서울 은평구 갈현로15길 8,(지번) 구산동 27-41
더런드리 응암점,서울 은평구 응암로 294,(지번) 응암동 104-42
더런드리셀프빨래방 응암점,서울 은평구 응암로 294 1층,(지번) 응암동 104-42
라이프딜리버리,서울 은평구 역말로 75 1층,(지번) 역촌동 13-41
화이트365 은평역촌점,서울 은평구 진흥로1길 48,(지번) 역촌동 24-23
셀피아 불광점,서울 은평구 불광로 112,(지번) 불광동 11-14
뽀송뽀송 COIN WASH,서울 은평구 통일로 745-4,(지번) 대조동 4
이지워시셀프빨래방 홍은점,서울 서대문구 홍은중앙로3길 9,(지번) 홍은동 19
24시셀프빨래방,서울 중구 퇴계로4길 49 1층,(지번) 회현동1가 82-11
동국셀프빨래방,서울 중구 서애로1길 11,(지번) 충무로5가 90
코인워시24 광화문점,서울 종로구 사직로8길 15-2,(지번) 내자동 175
크린토피아 코인워시 북아현이편한세상신촌점,서울 서대문구 신촌로29길 26,(지번) 북아현동 220-2
원더런드리,서울 마포구 손기정로 8 1층,(지번) 아현동 709-1
펭귄하우스 아현점,서울 서대문구 북아현로1가길 20 e편한세상1단지 상가 B102호,(지번) 북아현동 222-35
코인워시24시빨래터 서부역점,서울 중구 만리동1가 231 LIG리가아파트 103동 1층 상가,
24시동전빨래방,서울 용산구 청파로85길 52,(지번) 서계동 238-5
24시셀프빨래방 중랑점,서울 중랑구 중랑천로10길 93,(지번) 상봉동 129-49
우리셀프빨래방 협동조합 망우점,서울 중랑구 봉우재로 207,(지번) 망우동 513-67
크린토피아 코인워시 태릉입구역점,서울 노원구 동일로178길 29-3,(지번) 공릉동 584-23
크린토피아 코인365 석계역점,서울 성북구 한천로80길 46,(지번) 석관동 130-22
24시셀프빨래방 묵동점,서울 중랑구 중랑역로 171 1층,(지번) 묵동 243-23
워쉬앤워쉬 셀프빨래방,서울 중랑구 중랑역로 80 1층,(지번) 중화동 304-41
워시엔조이 중랑신내점,서울 중랑구 신내로 225 디아뜨갤러리 1층 130호,(지번) 신내동 648
워시프렌즈 태릉입구엠코점,서울 노원구 동일로 986 노원프레미어스엠코 102동 134호,(지번) 공릉동 670-13
워시엔조이 망우점,서울 중랑구 봉우재로57길 58 1층,(지번) 망우동 509-52
24시셀프빨래방 이문점,서울 동대문구 한천로 429,(지번) 이문동 101-33
24시셀프빨래방 상봉역점,서울 중랑구 면목로92길 29,(지번) 상봉동 102-24
워시엔조이 셀프빨래방 태릉입구역점,서울 중랑구 동일로 952 1층,(지번) 묵동 169-12
런드리데이 석관점,서울 성북구 화랑로40길 38 신우빌딩 1층,(지번) 석관동 133-34
우리동네빨래방 상봉점,서울 중랑구 면목로95길 12,(지번) 상봉동 115-66
워시프렌즈 상봉역점,서울 중랑구 봉화산로30길 97 1층,(지번) 상봉동 314-17
크린업24 면목점,서울 중랑구 면목로78길 41,(지번) 면목동 97-10
중화동빨래방,서울 중랑구 봉화산로21길 14-8,(지번) 중화동 87-6
워시스토리 망우역점,서울 중랑구 상봉중앙로1다길 63 1층,(지번) 상봉동 279-100
셀프빨래방 상봉점,서울 중랑구 봉우재로 149,(지번) 상봉동 105-77
화이트365 태릉점,서울 중랑구 묵동 68-2,
크린업24 상봉점,서울 중랑구 봉화산로 112,(지번) 상봉동 222-35
셀프빨래방중랑하늘점,서울 중랑구 숙선옹주로5길 4-4,(지번) 묵동 113-1
셀빨래방 망우점,서울 중랑구 용마공원로 16,(지번) 망우동 408-1
런드리나인 중랑점,서울 중랑구 중랑천로 65,(지번) 면목동 198-29
워시쿱 신내동점,서울 중랑구 용마산로129나길 3 청기와빌딩 1층 103호,(지번) 신내동 391-4
뽀송뽀송코인워시,서울 중랑구 신내역로3길 8,(지번) 신내동 255-1
우리셀프빨래방협동조합,서울 중랑구 봉우재로 232,(지번) 망우동 460-27
